Pool,Title,Author,Publication Title,Vote_Reviewer_1,Vote_Reviewer_2,Agreement,Final_Decision,Rationale,Status
Pool 2 (Chris & Greg),MindEval: Benchmarking language models on multi-turn mental health support,"Pombal, José; D'Eon, Maya; Guerreiro, Nuno M; Martins, Pedro Henrique; Farinhas, António; Rei, Ricardo",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Missing Pieces: How Do Designs that Expose Uncertainty Longitudinally Impact Trust in AI Decision Aids? An In Situ Study of Gig Drivers,"Chen, Rex; Wang, Ruiyi; Sadeh, Norman; Fang, Fei","Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Mitigating Sycophancy in Large Language Models via Direct Preference Optimization,"Khan, Azal Ahmad; Alam, Sayan; Wang, Xinran; Khan, Ahmad Faraz; Neog, Debanga Raj; Anwar, Ali",2024 IEEE International Conference on Big Data (BigData),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Mitigating User Exposure to Dark Patterns in Cookie Banners Through Automated Consent,"Porcelli, L.; Ficco, M.; Palmieri, F.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Mitigating deceptive alignment via self-monitoring,"Ji, Jiaming; Chen, Wenqi; Wang, Kaile; Hong, Donghai; Fang, Sitong; Chen, Boyuan; Zhou, Jiayi; Dai, Juntao; Han, Sirui; Guo, Yike; Yang, Yaodong",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Mitigating sycophancy in decoder-only transformer architectures: Synthetic data intervention,"Wang, Libo",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Mitigative Strategies for Recovering From Large Language Model Trust Violations,"Martell, M.J.; Baweja, J.A.; Dreslin, B.D.",Journal of Cognitive Engineering and Decision Making,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Modeling Trust Recalibration in AI Dialogue: Conversational Repair Strategies in ChatGPT,"Troussas, C.; Krouska, A.; Mylonas, P.; Sgouropoulou, C.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Monitoring Pets, Deterring Intruders, and Casually Spying on Neighbors: Everyday Uses of Smart Home Cameras","H. Tan, Neilly; Y. Wong, Richmond; Desjardins, Audrey; A. Munson, Sean; Pierce, James",Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Multimodal AI for Active Listening: A Systematic Review of Empathy-Driven Human-AI Interaction via Speech, Facial Expression, Body Language, and Context","Asavakittikawin, K.; Boonchieng, E.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Must Read: A Comprehensive Survey of Computational Persuasion,"Bozdag, Nimet Beyza; Mehri, Shuhaib; Yang, Xiaocheng; Ha, Hyeonjeong; Cheng, Zirui; Durmus, Esin; You, Jiaxuan; Ji, Heng; Tur, Gokhan; Hakkani-Tür, Dilek",ACM Comput. Surv.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Navigating Ideation Space: Decomposed conceptual representations for positioning scientific ideas,"Shen, Yuexi; Liu, Minqian; Zhou, Dawei; Huang, Lifu",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Navigating the Fog: How University Students Recalibrate Sensemaking Practices to Address Plausible Falsehoods in LLM Outputs,"Zhang, Chao; Zhu, Shengqi; Yang, Xinyu; Tseng, Yu-Chia; Jiang, Shenrong; Rzeszotarski, Jeffrey M.",Proceedings of the 7th ACM Conference on Conversational User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Neural Transparency: Mechanistic Interpretability Interfaces for Anticipating Model Behaviors for Personalized AI,"Karny, Sheer; Baez, Anthony; Pataranutaporn, Pat",Proceedings of the 31st International Conference on Intelligent User Interfaces,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,"Greshake, Kai; Abdelnabi, Sahar; Mishra, Shailesh; Endres, Christoph; Holz, Thorsten; Fritz, Mario",Proceedings of the 16th ACM Workshop on Artificial Intelligence and Security,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Not your typical sycophant: The elusive nature of sycophancy in Large language models,"Natan, Shahar Ben; Tsur, Oren",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Novice Developers’ Perspectives on Adopting LLMs for Software Development: A Systematic Literature Review,"Ferino, Samuel; Hoda, Rashina; Grundy, John; Treude, Christoph",ACM Trans. Softw. Eng. Methodol.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),OP-Bench: Benchmarking over-personalization for memory-augmented personalized conversational agents,"Hu, Yulin; Long, Zimo; Guo, Jiahe; Sui, Xingyu; Fu, Xing; Zhao, Weixiang; Zhao, Yanyan; Qin, Bing",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),On the suitability of LLM-driven agents for dark pattern audits,"Sun, Chen; Vekaria, Yash; Nithyanand, Rishab",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Online Information Disclosure and Information Privacy Practices During Significant Life Transitions: A Scoping Review,"Gibson, Ryan Colin; Meiklem, Ramsay; Moncur, Wendy; Ruthven, Ian",Proceedings of the 2025 ACM SIGIR Conference on Human Information Interaction and Retrieval,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Optimizing User Engagement in Social Media Platforms: A Machine Learning-Driven Analytical Framework,"Zhi, Chen; Sekhar, G.G.Raja; Navdeti, Chandrakant P.; A, Vignesh; Thakare, Atul; Baskaran, J",2025 International Conference on Computational Innovations and Engineering Sustainability (ICCIES),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Overalignment in frontier LLMs: An empirical study of sycophantic behaviour in healthcare,"Christophe, Clément; Abdul, Wadood Mohammed; Munjal, Prateek; Raha, Tathagata; Rajan, Ronnie; Kanithi, Praveenkumar",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),PARROT: Persuasion and Agreement Robustness Rating of Output Truth – A sycophancy robustness benchmark for LLMs,"Çelebi, Yusuf; Ezerceli, Özay; Hussieni, Mahmoud El",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),PENDULUM: A benchmark for assessing sycophancy in multimodal large language models,"Rahman, A B M Ashikur; Anwar, Saeed; Usman, Muhammad; Ahmad, Irfan; Mian, Ajmal",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Peacemaker or troublemaker: How sycophancy shapes multi-agent debate,"Yao, Binwei; Shang, Chao; Du, Wanyu; He, Jianfeng; Lian, Ruixue; Zhang, Yi; Su, Hang; Swamy, Sandesh; Qi, Yanjun",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Perception of physical and virtual agents: exploration of factors influencing the acceptance of intrusive domestic agents,"Zehnder, E.; Dinet, J.; Charpillet, F.",2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Permission Rationales in the Web Ecosystem: An Exploration of Rationale Text and Design Patterns,"Elbitar, Yusra; Khodayari, Soheil; Harbach, Marian; De Stefano, Gianluca; Engedy, Balazs Csaba; Pellegrino, Giancarlo; Bugiel, Sven",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),PersistBench: When should long-term memories be forgotten by LLMs?,"Pulipaka, Sidharth; Chen, Oliver; Sharma, Manas; Bajwa, Taaha S; Raina, Vyas; Sheth, Ivaxi",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Persona vectors: Monitoring and controlling character traits in language models,"Chen, Runjin; Arditi, Andy; Sleight, Henry; Evans, Owain; Lindsey, Jack",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Personalization increases affective alignment but has role-dependent effects on epistemic independence in LLMs,"Kelley, Sean W; Riedl, Christoph",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Personalized News Recommendation: Methods and Challenges,"Wu, Chuhan; Wu, Fangzhao; Huang, Yongfeng; Xie, Xing",ACM Trans. Inf. Syst.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Persuasion dynamics in LLMs: Investigating robustness and adaptability in knowledge and safety with DuET-PD,"Tan, Bryan Chen Zhengyu; Chin, Daniel Wai Kit; Liu, Zhengyuan; Chen, Nancy F; Lee, Roy Ka-Wei",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Phare: A Safety Probe for Large Language Models,"Jeune, Pierre Le; Malézieux, Benoît; Xiao, Weixuan; Dora, Matteo",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Placebo Effect of Control Settings in Feeds Are Not Always Strong,"Hsu, Silas; Koshy, Vinay; Vaccaro, Kristen; Sandvig, Christian; Karahalios, Karrie",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Plan-Then-Execute: An Empirical Study of User Trust and Team Performance When Using LLM Agents As A Daily Assistant,"He, Gaole; Demartini, Gianluca; Gadiraju, Ujwal",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Pointing to a llama and call it a camel: On the sycophancy of multimodal large language models,"Pi, Renjie; Miao, Kehao; Peihang, Li; Liu, Runtao; Gao, Jiahui; Zhang, Jipeng; Zhou, Xiaofang",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Position is Power: System Prompts as a Mechanism of Bias in Large Language Models (LLMs),"Neumann, Anna; Kirsten, Elisabeth; Zafar, Muhammad Bilal; Singh, Jatinder","Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Position: The complexity of perfect AI alignment – formalizing the RLHF trilemma,"Sahoo, Subramanyam; Chadha, Aman; Jain, Vinija; Chaudhary, Divya",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Practice-Along-Watching in Panoramic VR: A Novel Human-AI Collaboration Genre for Demonstration-Based Training,"Wang, Yu; Luan, Hongqiu; Gai, Wei; Wang, Lutong; Yang, Chenglei",Proceedings of the 20th International Conference on Virtual Reality Continuum and Its Applications in Industry,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Predictive Coding and Information Bottleneck for hallucination detection in Large Language Models,"Bhatt, Manish",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Preserving Consumer Autonomy through European Union Regulation of Artificial Intelligence: A Long-Term Approach,"Fassiaux, S.",European Journal of Risk Regulation,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Privacy Strategies for Conversational AI and their Influence on Users' Perceptions and Decision-Making,"Leschanowsky, Anna; Popp, Birgit; Peters, Nils",Proceedings of the 2023 European Symposium on Usable Security,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Probing the Gaps in ChatGPT's Live Video Chat for Real-World Assistance for People who are Blind or Visually Impaired,"Chang, Ruei-Che; Natalie, Rosiana; Xu, Wenqian; Yap, Jovan Zheng Feng; Guo, Anhong",Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Proceedings - 2025 IEEE/ACM 2nd IDE Workshop, IDE 2025",,"Proceedings - 2025 IEEE/ACM 2nd IDE Workshop, IDE 2025",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Promises, Promises: Understanding Claims Made in Social Robot Consumer Experiences","Gunawan, Johanna; Gillespie, Sarah Elizabeth; Choffnes, David; Hartzog, Woodrow; Wilson, Christo",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Prompt Injection 2.0: Hybrid AI Threats,"McHugh, Jeremy; Šekrst, Kristina; Cefalu, Jon",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Prompt Leakage effect and defense strategies for multi-turn LLM interactions,"Agarwal, Divyansh; Fabbri, Alexander R; Risher, Ben; Laban, Philippe; Joty, Shafiq; Wu, Chien-Sheng",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Prompt template for a fictitious LLM agent in a content-flagging experiment,"Sekwenz, Marie-Therese; Simons, Daria; Wundsam, Alina",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Psychometric personality shaping modulates capabilities and safety in Language Models,"Fitz, Stephen; Romero, Peter; Basart, Steven; Chen, Sipeng; Hernandez-Orallo, Jose",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),RAudit: A blind auditing protocol for large language model reasoning,"Chang, Edward Y; Geng, Longling",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),ROOTED: An Open Source Toolkit for Dialogue Systems in Human Robot Interaction,"Gonzalez, A.G.C.; Mizuuchi, I.; Indurkhya, B.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Reading the Praise/Prompt Machine: An Interface Criticism Approach to ChatGPT,"Grosser, Ben; Pold, Søren Bro",Proceedings of the Sixth Decennial Aarhus Conference: Computing X Crisis,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Reasoning isn't enough: Examining truth-bias and sycophancy in LLMs,"Barkett, Emilio; Long, Olivia; Thakur, Madhavendra",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Rectifying shortcut behaviors in preference-based reward learning,"Ye, Wenqian; Zheng, Guangtao; Zhang, Aidong",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Refined Direct Preference Optimization with synthetic data for behavioral alignment of LLMs,"Gallego, Víctor",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Reliance and Automation for Human-AI Collaborative Data Labeling Conflict Resolution,"Brachman, Michelle; Ashktorab, Zahra; Desmond, Michael; Duesterwald, Evelyn; Dugan, Casey; Joshi, Narendra Nath; Pan, Qian; Sharma, Aabhas",Proc. ACM Hum.-Comput. Interact.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Report on the 3rd Workshop on NeuroPhysiological Approaches for Interactive Information Retrieval (NeuroPhysIIR 2025) at SIGIR CHIIR 2025,"Spina, Damiano; Gwizdka, Jacek; Ji, Kaixin; Moshfeghi, Yashar; Mostafa, Javed; Ruotsalo, Tuukka; Zhang, Min; Ahmad, Adnan; Lawati, Sara Fahad Dawood Al; Boonprakong, Nattapat; Fernando, Nishani; He, Jiaman; Hoeber, Orland; Jayawardena, Gavindya; Lee, Boon-Giin; Liu, Haiming; Pike, Matthew; Pirmoradi, Abbas; Nakisa, Bahareh; Rastgoo, Mohammad Naim; Salim, Flora D.; Scott, Fletcher; Sun, Shuoqi; Tang, Huimin; Towey, Dave; Wilson, Max L.",SIGIR Forum,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Resistance Against Manipulative AI: Key Factors and Possible Actions,"Wilczyński, P.; Mieleszczenko-Kowszewicz, W.; Biecek, P.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Rethinking sparse Autoencoders: Select-and-project for fairness and control from encoder features alone,"Bărbălau, Antonio; Păduraru, Cristian Daniel; Poncu, Teodor; Tifrea, Alexandru; Burceanu, Elena",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Retrieving Under Uncertainty: Towards a Chatbot Uncertainty Taxonomy (CUT) for Information Retrieval,"Asisof, Alina",Proceedings of the 2025 International ACM SIGIR Conference on Innovative Concepts and Theories in Information Retrieval (ICTIR),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Revealing the intrinsic ethical vulnerability of aligned large language models,"Lian, Jiawei; Pan, Jianhong; Wang, Lefan; Wang, Yi; Mei, Shaohui; Chau, Lap-Pui",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Risk Analysis of Encountering Dark Patterns of UX E-commerce Applications Affecting Personal Data,"Nimkoompai, Apichaya",2022 6th International Conference on Information Technology (InCIT),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Robotic Sycophancy: A Scoping Review,"Seaborn, Katie; Yalçın, Özge Nilay",Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SCOPE: Evaluating and Enhancing Permission Explanation Transparency in Mobile Apps,"Wang, Liu; Zhou, Tianshu; Wang, Haoyu; Liu, Xiyuan; Wang, Yi",2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SEAR: A Multimodal Dataset for Analyzing AR-LLM-Driven Social Engineering Behaviors,"Yu, Tianlong; Ye, Chenghang; Yang, Zheyu; Zhou, Ziyi; Tang, Cui; Tao, Zui; Zhang, Jun; Wang, Kailong; Zhou, Liting; Yang, Yang; Bi, Ting",Proceedings of the 33rd ACM International Conference on Multimedia,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SIGCSE 2024: Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SIGIR '24: Proceedings of the 47th International ACM SIGIR Conference on Research and Development in Information Retrieval,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SaT-CPS '25: Proceedings of the 2025 ACM Workshop on Secure and Trustworthy Cyber-physical Systems,,,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Safe Experimentation with LLM-Controlled UAVs: An Agile Systems Engineering Approach to Requirements Development for Autonomous Systems,"Harris, M.; Madden, D.; Thomas, K.",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),ScamAgents: How AI agents can simulate human-level scam calls,"Badhe, Sanket",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SciTrust: Evaluating the Trustworthiness of Large Language Models for Science,"Herron, Emily; Yin, Junqi; Wang, Feiyi","SC24-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),ScrapeAI: A Multi-Modal Approach to Detect Dark Patterns,"Kodmurgi, Pruthvi S; Adiga, Srihari; Parthasarthy, Srikrshna; Thanushree, R; Avabratha, Varun Vishwanatha; Kanwal, Preet; Honnavalli, Prasad B",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Scrutinizing Systemic Risks in Personalized Recommender Systems Through Sock-Puppet Auditing of VLOPs,"Bekavac, Luka; Strecker-Bischoff, Jannis; Garcia, Kimberly; Mayer, Simon; Tamò-Larrieux, Aurelia",ACM Trans. Recomm. Syst.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Self-blinding and counterfactual self-simulation mitigate biases and sycophancy in large language models,"Christian, Brian; Mazor, Matan",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Self-deception: Reverse penetrating the semantic firewall of large language models,"Wang, Zhenhua; Xie, Wei; Chen, Kai; Wang, Baosheng; Gui, Zhiwen; Wang, Enze",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Self-determination through explanation: an ethical perspective on the implementation of the transparency requirements for recommender systems set by the Digital Services Act of the European Union,"Fabbri, Matteo","Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Semantic Comment Analysis for Engagement Optimization,"Sharma, Sahil; Waghmare, Mayur; Darade, Ankita; Malusare, Nikhil; Mahajan, Jayshree","2025 International Conference on Sustainability, Innovation & Technology (ICSIT)",Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Should ChatGPT Write Your Breakup Text? Exploring the Role of AI in Relationship Dissolution,"Fu, Yue; Chen, Yixin; Gomes Da Costa Lai, Zelia; Hiniker, Alexis",Proc. ACM Hum.-Comput. Interact.,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Should Robots Comply with Our Instructions or Intentions?,"Horter, Tiffany; Markham, Andrew; Trigoni, Niki; Booth, Serena",Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Show Your Work: Mechanistic Transparency in LLM-Powered Human-Robot Interaction,"Yıldız, Umur; Yüce, Berk; Karadağ, Ayaz; Pekçetin, Tuğçe Nur; Urgen, Burcu A.",Companion Proceedings of the 21st ACM/IEEE International Conference on Human-Robot Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Silicon Love: Deception, Vulnerability, and Artificial Companions","Wu, Guan Yue (Yuma)",Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Simple synthetic data reduces sycophancy in large language models,"Wei, Jerry; Huang, Da; Lu, Yifeng; Zhou, Denny; Le, Quoc V",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Simulated adoption: Decoupling magnitude and direction in LLM in-context conflict resolution,"Zhang, Long; Lin, Fangwei",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Simulation Evidence of Trust Calibration: Using POMDP with Signal Detection Theory to Adapt Agent Features for Optimised Task Outcome During Human-Agent Collaboration,"Herse, S.; Vitale, J.; Williams, M.-A.",International Journal of Social Robotics,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Small Models, Big Impact: Rethinking Scale of LLMs in Cybersecurity","Villagomez, Balder; Devereux, Barry",2025 3rd International Conference on Foundation and Large Language Models (FLLM),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SoK: Technical Implementation and Human Impact of Internet Privacy Regulations,"Birrell, Eleanor; Rodolitz, Jay; Ding, Angel; Lee, Jenna; McReynolds, Emily; Hutson, Jevan; Lerner, Ada",2024 IEEE Symposium on Security and Privacy (SP),Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Social evolution of published text and the emergence of artificial intelligence through Large Language Models and the problem of toxicity and bias,"Khan, Arifa; Saravanan, P; Venkatesan, S K",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Socially Responsible and Trustworthy Generative Foundation Models: Principles, Challenges, and Practices","Huang, Yue; Chen, Canyu; Cheng, Lu; Kailkhura, Bhavya; Chawla, Nitesh; Zhang, Xiangliang",Proceedings of the 34th ACM International Conference on Information and Knowledge Management,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Something Borrowed: Exploring the Influence of AI-Generated Explanation Text on the Composition of Human Explanations,"Ferguson, Sharon A; Aoyagui, Paula Akemi; Kuzminykh, Anastasia",Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sorry' Says the Robot: The Tendency to Anthropomorphize and Technology Affinity Affect Trust in Repair Strategies after Error,"Kraus, Johannes Maria; Merger, Julia; Gröner, Felix; Pätz, Jessica",Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Speculating Unintended Creepiness: Exploring LLM-Powered Empathy Building for Privacy-Aware UX Design,"Chen, Zeya; Wen, Jianing; Li, Toby Jia-Jun; Yao, Yaxing; Li, Tianshi",Proceedings of the 2025 Workshop on Human-Centered AI Privacy and Security,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Staying at the Roach Motel: Cross-Country Analysis of Manipulative Subscription and Cancellation Flows,"Sheil, Ashley; Acar, Gunes; Schraffenberger, Hanna; Gellert, Raphael; Malone, David",Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Steering in the shadows: Causal amplification for activation space attacks in large language models,"Xu, Zhiyuan; Abaimov, Stanislav; Gardiner, Joseph; Belguith, Sana",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Steering language models with weight arithmetic,"Fierro, Constanza; Roger, Fabien",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),"Super Kawaii Vocalics: Amplifying the ""Cute"" Factor in Computer Voice","Mandai, Yuto; Seaborn, Katie; Nakano, Tomoyasu; Sun, Xin; Wang, Yijia; Kato, Jun",Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Surfacing Variations to Calibrate Perceived Reliability of MLLM-generated Image Descriptions,"Chen, Meng; Iyer, Akhil; Pavel, Amy",Proceedings of the 27th International ACM SIGACCESS Conference on Computers and Accessibility,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SusBench: An online benchmark for evaluating dark pattern susceptibility of computer-use agents,"Guo, Longjie; Yuan, Chenjie; Zhong, Mingyuan; Wolfe, Robert; Zhong, Ruican; Xu, Yue; Wen, Bingbing; Shen, Hua; Wang, Lucy Lu; Hiniker, Alexis",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SycEval: Evaluating LLM Sycophancy,"Fanous, Aaron; Goldberg, Jacob; Agarwal, Ank A; Lin, Joanna; Zhou, Anson; Daneshjou, Roxana; Koyejo, Sanmi",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),SycoEval-EM: Sycophancy evaluation of large language models in simulated clinical encounters for emergency care,"Peng, Dongshen; Wang, Yi; Schoeffler, Austin; Preiksaitis, Carl; Rose, Christian",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy Mitigation through reinforcement learning with uncertainty-aware Adaptive Reasoning Trajectories,"Beigi, Mohammad; Shen, Ying; Shojaee, Parshin; Wang, Qifan; Wang, Zichao; Reddy, Chandan; Jin, Ming; Huang, Lifu",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy as compositions of Atomic Psychometric Traits,"Jain, Shreyans; Yost, Alexandra; Abdullah, Amirali",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy claims about language models: The missing human-in-the-loop,"Batzner, Jan; Stocker, Volker; Schmid, Stefan; Kasneci, Gjergji",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy in Large Language Models: Causes and Mitigations,"Malmqvist, Lars",,Pending,Pending,Yes,Pending,,Agreed
Pool 2 (Chris & Greg),Sycophancy is not one thing: Causal separation of sycophantic behaviors in LLMs,"Vennemeyer, Daniel; Duong, Phan Anh; Zhan, Tiffany; Jiang, Tianyu",,Pending,Pending,Yes,Pending,,Agreed
